timestamp,lat,lon,depth,unit,site,rtcfail
2017-04-12 11:41:44 GMT+5,86.2890183,-80.01302,43.37,4,8,0
2017-04-12 11:41:47 GMT+5,86.2890367,-80.01275833,42.7,4,8,0
2017-04-12 11:41:50 GMT+5,86.2890517,-80.012585,39.82,4,8,0
2017-04-12 11:41:53 GMT+5,86.2890617,-80.01247667,44.53,4,8,0
2017-04-12 11:41:56 GMT+5,86.2890767,-80.01221833,36.22,4,8,0
2017-04-12 11:41:59 GMT+5,86.2890883,-80.01206167,53.46,4,8,0
2017-04-12 11:42:03 GMT+5,86.2891034,-80.01191167,55.9,4,8,0
2017-04-12 11:42:07 GMT+5,86.289115,-80.01167333,61.11,4,8,0
2017-04-12 11:42:14 GMT+5,86.2891267,-80.01157,60.45,4,8,0
2017-04-12 11:42:17 GMT+5,86.289135,-80.011425,58.34,4,8,0
2017-04-12 11:42:20 GMT+5,86.2891467,-80.01126,60.11,4,8,0
2017-04-12 11:42:23 GMT+5,86.2891566,-80.01109,58.67,4,8,0
2017-04-12 11:42:26 GMT+5,86.2891717,-80.01089667,55.29,4,8,0
2017-04-12 11:42:29 GMT+5,86.289185,-80.01071333,58.56,4,8,0
2017-04-12 11:42:33 GMT+5,86.2892017,-80.01046667,68.54,4,8,0
2017-04-12 11:42:37 GMT+5,86.2892084,-80.01036833,56.9,4,8,0
2017-04-12 11:42:40 GMT+5,86.28922,-80.01023833,47.8,4,8,0
2017-04-12 11:42:43 GMT+5,86.28924,-80.01003833,41.87,4,8,0
2017-04-12 11:42:47 GMT+5,86.2892533,-80.00983667,31.72,4,8,0
2017-04-12 11:42:51 GMT+5,86.2892617,-80.009695,15.37,4,8,0
2017-04-12 11:42:54 GMT+5,86.2892683,-80.00956833,37.16,4,8,0
2017-04-12 11:42:57 GMT+5,86.2892833,-80.00933667,45.03,4,8,0
2017-04-12 11:43:00 GMT+5,86.2892933,-80.00917667,53.13,4,8,0
2017-04-12 11:43:04 GMT+5,86.2893083,-80.00895167,50.69,4,8,0
2017-04-12 11:43:08 GMT+5,86.289315,-80.00882,59.73,4,8,0
2017-04-12 11:43:11 GMT+5,86.28933,-80.00859667,67.6,4,8,0
2017-04-12 11:43:15 GMT+5,86.2893383,-80.00843833,54.96,4,8,0
2017-04-12 11:43:19 GMT+5,86.2893467,-80.00831333,51.8,4,8,0
2017-04-12 11:43:22 GMT+5,86.2893633,-80.008095,56.57,4,8,0
2017-04-12 11:43:26 GMT+5,86.2893717,-80.00798667,56.9,4,8,0
2017-04-12 11:43:31 GMT+5,86.2893917,-80.00774833,58.34,4,8,0
2017-04-12 11:43:34 GMT+5,86.2894033,-80.00760833,34.94,4,8,0
2017-04-12 11:43:38 GMT+5,86.2894133,-80.00745667,28.62,4,8,0
2017-04-12 11:43:42 GMT+5,86.2894233,-80.00729667,33.83,4,8,0
2017-04-12 11:43:45 GMT+5,86.2894317,-80.00718333,21.91,4,8,0
2017-04-12 11:43:48 GMT+5,86.2894433,-80.00702333,28.51,4,8,0
2017-04-12 11:43:52 GMT+5,86.2894617,-80.00674333,27.01,4,8,0
2017-04-12 11:44:02 GMT+5,86.289475,-80.00658,25.85,4,8,0
2017-04-12 11:44:05 GMT+5,86.2894817,-80.00648167,28.29,4,8,0
2017-04-12 11:44:08 GMT+5,86.2894934,-80.00629167,29.67,4,8,0
2017-04-12 11:44:12 GMT+5,86.2895033,-80.006115,35.39,4,8,0
2017-04-12 11:44:15 GMT+5,86.2895183,-80.00590167,32.45,4,8,0
2017-04-12 11:44:18 GMT+5,86.28953,-80.00574333,2.115,4,8,0
2017-04-12 11:44:21 GMT+5,86.289535,-80.00567667,9.82,4,8,0
2017-04-12 11:44:25 GMT+5,86.2895517,-80.00538667,67.44,4,8,0
2017-04-12 11:44:30 GMT+5,86.2895584,-80.00522333,44.15,4,8,0
2017-04-12 11:44:34 GMT+5,86.28957,-80.005045,53.96,4,8,0
2017-04-12 11:44:37 GMT+5,86.2895833,-80.00484833,55.79,4,8,0
2017-04-12 11:44:49 GMT+5,86.2895933,-80.00468167,68.27,4,8,0
2017-04-12 11:44:55 GMT+5,86.28961,-80.00446667,75.92,4,8,0
2017-04-12 11:45:01 GMT+5,86.289625,-80.004255,76.09,4,8,0
2017-04-12 11:45:06 GMT+5,86.2896433,-80.00403,66,4,8,0
2017-04-12 11:45:13 GMT+5,86.28966,-80.00382333,75.81,4,8,0
2017-04-12 11:45:18 GMT+5,86.289675,-80.00363833,78.81,4,8,0
2017-04-12 11:45:23 GMT+5,86.2896867,-80.00345167,85.4,4,8,0
2017-04-12 11:45:32 GMT+5,86.2897033,-80.00318167,83.8,4,8,0
2017-04-12 11:45:47 GMT+5,86.2897167,-80.00296333,79.7,4,8,0
2017-04-12 11:45:56 GMT+5,86.2897334,-80.002715,81.1,4,8,0
2017-04-12 11:46:07 GMT+5,86.289745,-80.00242333,80.1,4,8,0
2017-04-12 11:46:14 GMT+5,86.2897617,-80.002225,72.99,4,8,0
2017-04-12 11:46:20 GMT+5,86.2897767,-80.00195833,84.5,4,8,0
2017-04-12 11:46:27 GMT+5,86.28979,-80.001735,105.5,4,8,0
2017-04-12 11:46:38 GMT+5,86.2898034,-80.001565,107,4,8,0
2017-04-12 11:48:43 GMT+5,86.2898,-80.00166333,114.8,4,8,0
2017-04-12 12:08:38 GMT+5,86.28365,-80.08098334,38.84,4,8,0
2017-04-12 12:08:39 GMT+5,86.28365,-80.08098499,38.95,4,8,0
2017-04-13 11:59:50 GMT+5,84.8560899,-69.7096533,6.551,4,5,0
2017-04-13 12:00:03 GMT+5,84.8560899,-69.70968,5.331,4,5,0
2017-04-13 12:00:05 GMT+5,84.8560934,-69.7096683,5.11,4,5,0
2017-04-13 12:00:07 GMT+5,84.85611,-69.70965,6.995,4,5,0
2017-04-13 12:00:08 GMT+5,84.8561283,-69.7095883,4.943,4,5,0
2017-04-13 12:00:10 GMT+5,84.8561517,-69.7094866,8.82,4,5,0
2017-04-13 12:00:12 GMT+5,84.85616,-69.7094633,6.33,4,5,0
2017-04-13 12:00:13 GMT+5,84.8561783,-69.7094017,6.385,4,5,0
2017-04-13 12:00:15 GMT+5,84.8561883,-69.7093717,10.82,4,5,0
2017-04-13 12:00:17 GMT+5,84.8562033,-69.7093017,7.66,4,5,0
2017-04-13 12:00:19 GMT+5,84.8562183,-69.7092217,17.31,4,5,0
2017-04-13 12:00:20 GMT+5,84.856235,-69.709175,18.53,4,5,0
2017-04-13 12:00:22 GMT+5,84.8562517,-69.709185,30.23,4,5,0
2017-04-13 12:00:24 GMT+5,84.85627,-69.709155,31.17,4,5,0
2017-04-13 12:00:26 GMT+5,84.8562783,-69.7091366,19.03,4,5,0
2017-04-13 12:00:28 GMT+5,84.856295,-69.709065,21.86,4,5,0
2017-04-13 12:00:30 GMT+5,84.8563117,-69.7090217,14.43,4,5,0
2017-04-13 12:00:32 GMT+5,84.8563283,-69.70899,7.66,4,5,0
2017-04-13 12:00:33 GMT+5,84.8563466,-69.70896,5.775,4,5,0
2017-04-13 12:00:35 GMT+5,84.856365,-69.708915,4.278,4,5,0
2017-04-13 12:00:37 GMT+5,84.8563734,-69.7089,4.722,4,5,0
2017-04-13 12:00:39 GMT+5,84.8563933,-69.7088334,5.886,4,5,0
2017-04-13 12:00:52 GMT+5,84.85641,-69.7087034,5.775,4,5,0
2017-04-13 12:00:54 GMT+5,84.8564184,-69.7087034,4.278,4,5,0
2017-04-13 12:00:55 GMT+5,84.8564366,-69.7086583,3.224,4,5,0
2017-04-13 12:00:57 GMT+5,84.8564466,-69.70864,7.106,4,5,0
2017-04-13 12:00:58 GMT+5,84.8564666,-69.7085783,18.2,4,5,0
2017-04-13 12:01:00 GMT+5,84.856485,-69.7085183,21.8,4,5,0
2017-04-13 12:01:02 GMT+5,84.8564984,-69.7084317,23.52,4,5,0
2017-04-13 12:01:04 GMT+5,84.856505,-69.7083966,12.48,4,5,0
2017-04-13 12:01:06 GMT+5,84.8565217,-69.7083266,22.3,4,5,0
2017-04-13 12:01:08 GMT+5,84.85654,-69.7082834,16.2,4,5,0
2017-04-13 12:01:10 GMT+5,84.8565566,-69.708235,5.11,4,5,0
2017-04-13 12:01:12 GMT+5,84.8565734,-69.7082033,7.938,4,5,0
2017-04-13 12:01:14 GMT+5,84.8565933,-69.7081601,12.54,4,5,0
2017-04-13 12:01:15 GMT+5,84.85661,-69.7080817,15.76,4,5,0
2017-04-13 12:01:17 GMT+5,84.856625,-69.708015,24.96,4,5,0
2017-04-13 12:01:19 GMT+5,84.85664,-69.707975,35.94,4,5,0
2017-04-13 12:01:22 GMT+5,84.8566517,-69.7079066,54.68,4,5,0
2017-04-13 12:01:24 GMT+5,84.8566683,-69.7078316,59.9,4,5,0
2017-04-13 12:01:27 GMT+5,84.856675,-69.7078017,2.892,4,5,0
2017-04-13 12:01:29 GMT+5,84.8566917,-69.7077567,24.07,4,5,0
2017-04-13 12:01:31 GMT+5,84.8567034,-69.7077,44.81,4,5,0
2017-04-13 12:01:33 GMT+5,84.8567167,-69.7076733,38.05,4,5,0
2017-04-13 12:01:35 GMT+5,84.8567266,-69.707645,3.446,4,5,0
2017-04-13 12:01:40 GMT+5,84.8567383,-69.7075634,52.52,4,5,0
2017-04-13 12:01:46 GMT+5,84.8567517,-69.70754,12.54,4,5,0
2017-04-13 12:01:51 GMT+5,84.8567566,-69.707475,23.69,4,5,0
2017-04-13 12:01:56 GMT+5,84.8567817,-69.7074601,63.11,4,5,0
2017-04-13 12:01:59 GMT+5,84.8567883,-69.7074117,99.7,4,5,0
2017-04-13 12:02:03 GMT+5,84.85681,-69.7073067,120.2,4,5,0
2017-04-13 12:02:08 GMT+5,84.8568334,-69.707265,101.6,4,5,0
2017-04-13 12:02:12 GMT+5,84.856845,-69.707185,84.6,4,5,0
2017-04-13 12:02:16 GMT+5,84.8568717,-69.7071316,51.36,4,5,0
2017-04-13 12:02:20 GMT+5,84.8568917,-69.707025,49.42,4,5,0
2017-04-13 12:02:23 GMT+5,84.8569066,-69.7069883,23.41,4,5,0
2017-04-13 12:02:26 GMT+5,84.85692,-69.7069583,2.448,4,5,0
2017-04-13 12:02:29 GMT+5,84.856945,-69.7068833,27.07,4,5,0
2017-04-13 12:02:32 GMT+5,84.8569566,-69.7068366,29.62,4,5,0
2017-04-13 12:02:35 GMT+5,84.85697,-69.7068001,33.17,4,5,0
2017-04-13 12:02:37 GMT+5,84.856985,-69.7067583,22.47,4,5,0
2017-04-13 12:02:41 GMT+5,84.857015,-69.706665,45.48,4,5,0
2017-04-13 12:02:45 GMT+5,84.8570366,-69.70662,63.12,4,5,0
2017-04-13 12:02:49 GMT+5,84.8570634,-69.7065434,59.9,4,5,0
2017-04-13 12:02:53 GMT+5,84.8570834,-69.7064717,57.13,4,5,0
2017-04-13 12:02:57 GMT+5,84.8571034,-69.7064034,57.9,4,5,0
2017-04-13 12:03:01 GMT+5,84.857125,-69.7063283,44.04,4,5,0
2017-04-13 12:03:06 GMT+5,84.8571517,-69.706225,60.79,4,5,0
2017-04-13 12:03:09 GMT+5,84.8571734,-69.7061384,59.4,4,5,0
2017-04-13 12:03:12 GMT+5,84.8571933,-69.706065,61.84,4,5,0
2017-04-13 12:03:17 GMT+5,84.8572217,-69.7059683,65.56,4,5,0
2017-04-13 12:03:22 GMT+5,84.85724,-69.705895,66.55,4,5,0
2017-04-13 12:03:27 GMT+5,84.8572634,-69.705795,50.86,4,5,0
2017-04-13 12:03:30 GMT+5,84.8572766,-69.70574,38.05,4,5,0
2017-04-13 12:03:33 GMT+5,84.857295,-69.7056933,42.6,4,5,0
2017-04-13 12:03:36 GMT+5,84.8573034,-69.70564,56.46,4,5,0
2017-04-13 12:03:41 GMT+5,84.8573316,-69.70554,49.25,4,5,0
2017-04-13 12:03:45 GMT+5,84.8573501,-69.7055066,56.91,4,5,0
2017-04-13 12:03:51 GMT+5,84.8573683,-69.7054417,57.57,4,5,0
2017-04-13 12:03:56 GMT+5,84.8573866,-69.7053867,50.86,4,5,0
2017-04-13 12:04:01 GMT+5,84.8574066,-69.7053534,48.48,4,5,0
2017-04-13 12:04:07 GMT+5,84.8574284,-69.7052717,22.91,4,5,0
2017-04-13 12:04:10 GMT+5,84.85744,-69.7052183,24.63,4,5,0
2017-04-13 12:04:13 GMT+5,84.8574499,-69.705175,12.82,4,5,0
2017-04-13 12:04:15 GMT+5,84.8574667,-69.7051284,3.336,4,5,0
2017-04-13 12:04:19 GMT+5,84.8575,-69.7050183,12.21,4,5,0
2017-04-13 12:04:22 GMT+5,84.8575134,-69.70496,31.73,4,5,0
2017-04-13 12:04:25 GMT+5,84.8575317,-69.7048883,45.54,4,5,0
2017-04-13 12:04:29 GMT+5,84.8575566,-69.7047766,26.29,4,5,0
2017-04-13 12:04:32 GMT+5,84.8575666,-69.7047333,25.68,4,5,0
2017-04-13 12:04:35 GMT+5,84.8575867,-69.7046583,31.84,4,5,0
2017-04-13 12:04:37 GMT+5,84.8576067,-69.7045483,29.4,4,5,0
2017-04-13 12:04:40 GMT+5,84.85762,-69.7045234,23.69,4,5,0
2017-04-13 12:04:43 GMT+5,84.85764,-69.70444,16.59,4,5,0
2017-04-13 12:04:47 GMT+5,84.85766,-69.70426,12.21,4,5,0
2017-04-13 12:04:56 GMT+5,84.8576734,-69.7041967,27.85,4,5,0
2017-04-13 12:04:59 GMT+5,84.857685,-69.7041584,41.49,4,5,0
2017-04-13 12:05:06 GMT+5,84.8577034,-69.7040017,39.83,4,5,0
2017-04-13 12:05:18 GMT+5,84.857715,-69.7039934,40.66,4,5,0
2017-04-13 12:05:21 GMT+5,84.8577366,-69.7038717,42.38,4,5,0
2017-04-13 12:05:25 GMT+5,84.8577517,-69.703785,45.04,4,5,0
2017-04-13 12:05:29 GMT+5,84.857765,-69.7037266,34.11,4,5,0
2017-04-13 12:05:31 GMT+5,84.8577784,-69.7036134,31.34,4,5,0
2017-04-13 12:05:34 GMT+5,84.8577934,-69.7035217,31.84,4,5,0
2017-04-13 12:05:37 GMT+5,84.8577999,-69.7034916,40.38,4,5,0
2017-04-13 12:05:41 GMT+5,84.85782,-69.703405,30.23,4,5,0
2017-04-13 12:05:44 GMT+5,84.8578334,-69.7033966,38.94,4,5,0
2017-04-13 12:05:47 GMT+5,84.8578434,-69.7033733,48.64,4,5,0
2017-04-13 12:05:49 GMT+5,84.8578616,-69.70329,42.21,4,5,0
2017-04-13 12:05:52 GMT+5,84.8578766,-69.703205,35.83,4,5,0
2017-04-13 12:05:54 GMT+5,84.8578917,-69.7031566,39.72,4,5,0
2017-04-13 12:05:56 GMT+5,84.8579034,-69.7031234,41.05,4,5,0
2017-04-13 12:05:59 GMT+5,84.8579166,-69.703085,34.89,4,5,0
2017-04-13 12:06:01 GMT+5,84.8579283,-69.70302,40.82,4,5,0
2017-04-13 12:06:04 GMT+5,84.8579399,-69.70297,42.93,4,5,0
2017-04-13 12:06:06 GMT+5,84.8579584,-69.7028834,40.33,4,5,0
2017-04-13 12:06:09 GMT+5,84.8579716,-69.70284,35.61,4,5,0
2017-04-13 12:06:11 GMT+5,84.8579834,-69.70281,39.77,4,5,0
2017-04-13 12:06:15 GMT+5,84.8580083,-69.7027083,44.32,4,5,0
2017-04-13 12:06:17 GMT+5,84.8580182,-69.702665,38.5,4,5,0
2017-04-13 12:06:21 GMT+5,84.8580333,-69.7026133,45.26,4,5,0
2017-04-13 12:06:24 GMT+5,84.8580517,-69.7025534,22.02,4,5,0
2017-04-13 12:06:27 GMT+5,84.8580566,-69.7025401,19.53,4,5,0
2017-04-13 12:06:30 GMT+5,84.8580783,-69.702455,18.31,4,5,0
2017-04-13 12:06:32 GMT+5,84.8580883,-69.70242,22.97,4,5,0
2017-04-13 12:06:34 GMT+5,84.8581083,-69.702335,22.91,4,5,0
2017-04-13 12:06:38 GMT+5,84.858125,-69.70231,31.73,4,5,0
2017-04-13 12:06:41 GMT+5,84.8581383,-69.70227,22.47,4,5,0
2017-04-13 12:06:44 GMT+5,84.8581534,-69.7022,21.41,4,5,0
2017-04-13 12:06:48 GMT+5,84.8581717,-69.7021117,27.4,4,5,0
2017-04-13 12:06:52 GMT+5,84.8581934,-69.702065,27.74,4,5,0
2017-04-13 12:06:55 GMT+5,84.8582,-69.70205,40.44,4,5,0
2017-04-13 12:06:58 GMT+5,84.85822,-69.701975,40.33,4,5,0
2017-04-13 12:07:01 GMT+5,84.8582366,-69.7019184,31.4,4,5,0
2017-04-13 12:07:06 GMT+5,84.8582566,-69.70186,27.51,4,5,0
2017-04-13 12:07:08 GMT+5,84.85827,-69.7018034,24.08,4,5,0
2017-04-13 12:07:10 GMT+5,84.8582817,-69.7017467,25.63,4,5,0
2017-04-13 12:07:13 GMT+5,84.8582934,-69.7016899,27.74,4,5,0
2017-04-13 12:07:15 GMT+5,84.8583084,-69.7016383,10.99,4,5,0
2017-04-13 12:07:17 GMT+5,84.8583266,-69.7015866,12.99,4,5,0
2017-04-13 12:07:19 GMT+5,84.8583383,-69.70154,11.77,4,5,0
2017-04-13 12:07:22 GMT+5,84.8583566,-69.701495,16.87,4,5,0
2017-04-13 12:07:25 GMT+5,84.858365,-69.701475,19.7,4,5,0
2017-04-13 12:07:28 GMT+5,84.8583833,-69.70143,31.79,4,5,0
2017-04-13 12:07:33 GMT+5,84.8583983,-69.7014333,39.72,4,5,0
2017-04-13 12:07:37 GMT+5,84.8584166,-69.7013933,38.94,4,5,0
2017-04-13 12:07:41 GMT+5,84.8584334,-69.701355,61.84,4,5,0
2017-04-13 12:07:46 GMT+5,84.8584483,-69.7012834,58.4,4,5,0
2017-04-13 12:07:50 GMT+5,84.8584683,-69.701235,42.32,4,5,0
2017-04-13 12:07:56 GMT+5,84.8584883,-69.7011917,48.26,4,5,0
2017-04-13 12:08:01 GMT+5,84.8585034,-69.70116,55.91,4,5,0
2017-04-13 12:08:06 GMT+5,84.8585217,-69.7011234,52.86,4,5,0
2017-04-13 12:08:11 GMT+5,84.85854,-69.7010583,48.81,4,5,0
2017-04-13 12:08:15 GMT+5,84.8585567,-69.7009817,28.24,4,5,0
2017-04-13 12:08:19 GMT+5,84.858575,-69.7009283,44.49,4,5,0
2017-04-13 12:08:22 GMT+5,84.8585834,-69.7009033,38.05,4,5,0
2017-04-13 12:08:28 GMT+5,84.8586034,-69.7008666,54.64,4,5,0
2017-04-13 12:08:32 GMT+5,84.8586184,-69.7008066,63.9,4,5,0
2017-04-13 12:08:35 GMT+5,84.858635,-69.700795,65.73,4,5,0
2017-04-13 12:08:39 GMT+5,84.8586517,-69.70082,67.95,4,5,0
2017-04-13 12:08:47 GMT+5,84.858675,-69.7007367,67.34,4,5,0
2017-04-13 12:08:56 GMT+5,84.8586916,-69.7006766,94.6,4,5,0
2017-04-13 12:09:01 GMT+5,84.8587,-69.7006866,90.4,4,5,0
2017-04-13 12:09:09 GMT+5,84.8587267,-69.700655,100.8,4,5,0
2017-04-13 12:09:18 GMT+5,84.8587434,-69.7006417,51.37,4,5,0
2017-04-13 12:09:21 GMT+5,84.8587534,-69.7005683,39.22,4,5,0
2017-04-13 12:09:24 GMT+5,84.8587783,-69.7005066,32.23,4,5,0
2017-04-13 12:09:27 GMT+5,84.8587933,-69.7004401,36.45,4,5,0
2017-04-13 12:09:29 GMT+5,84.858815,-69.7003717,39.5,4,5,0
2017-04-13 12:09:32 GMT+5,84.858825,-69.70034,38.5,4,5,0
2017-04-13 12:09:35 GMT+5,84.8588417,-69.70031,35.84,4,5,0
2017-04-13 12:09:37 GMT+5,84.8588617,-69.700265,35.67,4,5,0
2017-04-13 12:09:41 GMT+5,84.8588783,-69.7002183,34.17,4,5,0
2017-04-13 12:09:47 GMT+5,84.8589,-69.7002183,41.72,4,5,0
2017-04-13 12:09:50 GMT+5,84.85891,-69.700185,44.77,4,5,0
2017-04-13 12:09:53 GMT+5,84.8589266,-69.7001617,45.04,4,5,0
2017-04-13 12:09:56 GMT+5,84.8589417,-69.7001134,40.16,4,5,0
2017-04-13 12:09:59 GMT+5,84.8589566,-69.70006,40.61,4,5,0
2017-04-13 12:10:03 GMT+5,84.8589717,-69.7000017,45.99,4,5,0
2017-04-13 12:10:05 GMT+5,84.8589834,-69.6999634,35.01,4,5,0
2017-04-13 12:10:09 GMT+5,84.8590017,-69.6999217,23.8,4,5,0
2017-04-13 12:10:12 GMT+5,84.8590166,-69.6998633,15.7,4,5,0
2017-04-13 12:10:15 GMT+5,84.8590334,-69.699825,18.26,4,5,0
2017-04-13 12:10:42 GMT+5,84.859055,-69.6997534,29.4,4,5,0
2017-04-13 12:10:45 GMT+5,84.85907,-69.6996917,29.51,4,5,0
2017-04-13 12:10:48 GMT+5,84.8590766,-69.699665,33.18,4,5,0
2017-04-13 12:10:51 GMT+5,84.859105,-69.69953,10.1,4,5,0
2017-04-13 12:10:54 GMT+5,84.8591183,-69.6995084,25.91,4,5,0
2017-04-13 12:10:57 GMT+5,84.8591366,-69.6994633,36.73,4,5,0
2017-04-13 12:10:59 GMT+5,84.859155,-69.699405,39.94,4,5,0
2017-04-13 12:11:03 GMT+5,84.8591734,-69.6993417,39.61,4,5,0
2017-04-13 12:11:06 GMT+5,84.859195,-69.6992834,44.55,4,5,0
2017-04-13 12:11:09 GMT+5,84.8592133,-69.699225,46.32,4,5,0
2017-04-13 12:11:12 GMT+5,84.8592266,-69.699145,44.71,4,5,0
2017-04-13 12:11:16 GMT+5,84.8592417,-69.6990766,40.16,4,5,0
2017-04-13 12:11:18 GMT+5,84.8592567,-69.6990616,46.82,4,5,0
2017-04-13 12:11:22 GMT+5,84.8592766,-69.6990167,39.78,4,5,0
2017-04-13 12:11:25 GMT+5,84.85929,-69.6989417,31.46,4,5,0
2017-04-13 12:11:28 GMT+5,84.8593133,-69.6988634,46.93,4,5,0
2017-04-13 12:11:31 GMT+5,84.8593266,-69.6988366,32.79,4,5,0
2017-04-13 12:11:34 GMT+5,84.8593434,-69.6987684,41.38,4,5,0
2017-04-13 12:11:39 GMT+5,84.8593633,-69.698675,32.18,4,5,0
2017-04-13 12:11:42 GMT+5,84.85938,-69.6985866,39.11,4,5,0
2017-04-13 12:11:46 GMT+5,84.8593916,-69.6984967,39.94,4,5,0
2017-04-13 12:11:50 GMT+5,84.8594066,-69.6984799,40.44,4,5,0
2017-04-13 12:11:54 GMT+5,84.859425,-69.6983683,59.41,4,5,0
2017-04-13 12:11:59 GMT+5,84.859445,-69.6983267,65.79,4,5,0
2017-04-13 12:12:03 GMT+5,84.8594617,-69.6982683,51.81,4,5,0
2017-04-13 12:12:07 GMT+5,84.859475,-69.6982134,43.33,4,5,0
2017-04-13 12:12:10 GMT+5,84.8594866,-69.69817,45.82,4,5,0
2017-04-13 12:12:14 GMT+5,84.85951,-69.6980899,54.47,4,5,0
2017-04-13 12:13:16 GMT+5,84.8595217,-69.6980966,53.53,4,5,0
2017-04-13 12:13:20 GMT+5,84.85954,-69.6980083,38.78,4,5,0
2017-04-13 12:13:23 GMT+5,84.859555,-69.6979434,43.38,4,5,0
2017-04-13 12:13:27 GMT+5,84.8595734,-69.6978617,40.5,4,5,0
2017-04-13 12:13:30 GMT+5,84.8595883,-69.6977933,44.38,4,5,0
2017-04-13 12:13:36 GMT+5,84.8596134,-69.697675,53.14,4,5,0
2017-04-13 12:13:40 GMT+5,84.8596284,-69.6976267,56.64,4,5,0
2017-04-13 12:13:44 GMT+5,84.85964,-69.6975401,52.15,4,5,0
2017-04-13 12:13:47 GMT+5,84.85966,-69.69747,52.15,4,5,0
2017-04-13 12:13:51 GMT+5,84.8596734,-69.6974317,25.97,4,5,0
2017-04-13 12:13:54 GMT+5,84.8596966,-69.6973417,32.57,4,5,0
2017-04-13 12:13:57 GMT+5,84.859705,-69.6973,30.9,4,5,0
2017-04-13 12:14:00 GMT+5,84.8597218,-69.697245,51.15,4,5,0
2017-04-13 12:14:03 GMT+5,84.85974,-69.6971917,46.43,4,5,0
2017-04-13 12:14:06 GMT+5,84.8597666,-69.6970883,63.24,4,5,0
2017-04-13 12:14:12 GMT+5,84.859785,-69.697,62.68,4,5,0
2017-04-13 12:14:16 GMT+5,84.8597917,-69.696965,51.7,4,5,0
2017-04-13 12:14:26 GMT+5,84.8598134,-69.6968466,14.1,4,5,0
2017-04-13 12:14:29 GMT+5,84.8598283,-69.69679,34.17,4,5,0
2017-04-13 12:14:34 GMT+5,84.8598483,-69.69675,44.71,4,5,0
2017-04-13 12:14:39 GMT+5,84.859865,-69.696675,66.9,4,5,0
2017-04-13 12:14:43 GMT+5,84.8598784,-69.6966217,61.3,4,5,0
2017-04-13 12:14:47 GMT+5,84.8599001,-69.6965034,57.08,4,5,0
2017-04-13 12:14:53 GMT+5,84.8599216,-69.6964199,61.13,4,5,0
2017-04-13 12:14:56 GMT+5,84.85993,-69.6963683,5.333,4,5,0
2017-04-13 12:14:58 GMT+5,84.8599483,-69.696305,5.499,4,5,0
2017-04-13 12:15:05 GMT+5,84.8599717,-69.6962016,94.4,4,5,0
2017-04-13 12:15:09 GMT+5,84.8599834,-69.696095,69.56,4,5,0
2017-04-13 12:15:13 GMT+5,84.8599983,-69.6959983,53.03,4,5,0
2017-04-13 12:15:27 GMT+5,84.860005,-69.6959634,36.89,4,5,0
2017-04-13 12:15:30 GMT+5,84.8600167,-69.69591,24.41,4,5,0
2017-04-13 12:15:33 GMT+5,84.860035,-69.6957866,24.75,4,5,0
2017-04-13 12:15:35 GMT+5,84.86005,-69.6957,22.64,4,5,0
2017-04-13 12:15:38 GMT+5,84.86006,-69.69564,22.97,4,5,0
2017-04-13 12:15:40 GMT+5,84.8600766,-69.6955584,4.39,4,5,0
2017-04-13 12:15:43 GMT+5,84.8600866,-69.6955217,1.561,4,5,0
2017-04-13 12:15:45 GMT+5,84.8600983,-69.6954801,20.64,4,5,0
2017-04-13 12:15:47 GMT+5,84.8601166,-69.6953966,17.37,4,5,0
2017-04-13 12:15:51 GMT+5,84.8601334,-69.6953017,11.82,4,5,0
2017-04-13 12:15:54 GMT+5,84.8601466,-69.6952334,37.84,4,5,0
2017-04-13 12:15:57 GMT+5,84.8601517,-69.69522,41.33,4,5,0
2017-04-13 12:16:00 GMT+5,84.86017,-69.695135,21.09,4,5,0
2017-04-13 12:16:02 GMT+5,84.8601884,-69.6950333,13.76,4,5,0
2017-04-13 12:16:06 GMT+5,84.860205,-69.6949566,26.91,4,5,0
2017-04-13 12:16:09 GMT+5,84.860215,-69.694945,39.56,4,5,0
2017-04-13 12:16:11 GMT+5,84.860225,-69.6949033,25.8,4,5,0
2017-04-13 12:16:14 GMT+5,84.8602434,-69.6948166,19.48,4,5,0
2017-04-13 12:16:16 GMT+5,84.860255,-69.6947633,17.92,4,5,0
2017-04-13 12:16:18 GMT+5,84.86028,-69.6946884,7.052,4,5,0
2017-04-13 12:16:21 GMT+5,84.860295,-69.6946517,14.6,4,5,0
2017-04-13 12:16:23 GMT+5,84.8603083,-69.69462,10.21,4,5,0
2017-04-13 12:16:25 GMT+5,84.86033,-69.6945417,12.1,4,5,0
2017-04-13 12:16:28 GMT+5,84.860345,-69.6945084,14.54,4,5,0
2017-04-13 12:16:30 GMT+5,84.8603583,-69.6944583,33.07,4,5,0
2017-04-13 12:16:33 GMT+5,84.8603834,-69.694375,25.86,4,5,0
2017-04-13 12:16:36 GMT+5,84.86039,-69.6943583,26.96,4,5,0
2017-04-13 12:16:38 GMT+5,84.86041,-69.6942984,27.13,4,5,0
2017-04-13 12:16:43 GMT+5,84.8604284,-69.6942234,44.27,4,5,0
2017-04-13 12:16:48 GMT+5,84.860445,-69.6941933,15.21,4,5,0
2017-04-13 12:16:51 GMT+5,84.8604517,-69.6941683,15.98,4,5,0
2017-04-13 12:16:53 GMT+5,84.8604634,-69.6941416,29.63,4,5,0
